id,title,city,country_code,elevation,longitude,latitude
1128616381,Munchwilen: Münchwilen TG,Munchwilen,CH,508,8.988619,47.482431
1128945916,Binn: Binntal - Imfeld,Binn,CH,1537,8.214211,46.369171
1129550101,Lupfig: Flugplatz Birrfeld Ost,Lupfig,CH,393,8.229937,47.443921
1129550301,Lupfig: Flugplatz Birrfeld West,Lupfig,CH,393,8.22984,47.443892
1129551152,Schenna - Scena: Taser-Schennaberg,Schenna - Scena,IT,841,11.203308,46.698435
1131368730,Adelboden: Engstligenalp - Wildstrubel,Adelboden,CH,1302,7.567155,46.484521
1131369265,Interlaken: Niederhorn - Chill Out Paragliding World,Interlaken,CH,571,7.861533,46.684476
1132573715,Binn: Schmidigehischre - Lengtal,Binn,CH,1476,8.184493,46.364707
1133187026,Furtig: Schwarzenberg Arnen,Furtig,CH,889,8.161213,47.012521
1133188162,Schnann: Arlberg - Gasthof Traube,Schnann,AT,1172,10.38002,47.152019
1133188503,Davos: 180° Panorama mit Jakobshorn,Davos,CH,1615,9.821786,46.798378
1135004394,Menzenschwand Hinterdorf: Breitnau,Menzenschwand Hinterdorf,DE,1037,8.057989,47.9376
1135005867,La Chaux-de-Fonds: Le Pod,La Chaux-de-Fonds,CH,1004,6.827145,47.106004
1135850617,Lauchernalp: Hockenhorngrat,Lauchernalp,CH,3054,7.74785,46.429742
1136217735,Leukerbad: Gemmi Pass,Leukerbad,CH,2261,7.616272,46.397502
1136218125,Visperterminen › East: Giw,Visperterminen,CH,1968,7.9232,46.255493
1136369394,Eschenbach: Berggasthaus Chrüzegg,Eschenbach,CH,1250,9.014668,47.298601
1137676008,Spiez: Bucht,Spiez,CH,611,7.6819109999999995,46.687357
1138021029,Winterthur: 360° Panorama,Winterthur,CH,444,8.736191,47.503008
1138022422,Zaziwil: Wetterstation Oberthal,Zaziwil,CH,690,7.6619340000000005,46.903369
1138022912,Buchholterberg: Gemeinde,Buchholterberg,CH,887,7.682405,46.817575
1138629599,Acquarossa: Nara arrivo seggiovia Alpe di Nara,Acquarossa,CH,1449,8.898411,46.459974
1139836151,Opfikon: Dorfkern,Opfikon,CH,455,8.577715,47.431912
1139839663,Stallikon: Hotel UTO KULM Nord,Stallikon,CH,831,8.491445,47.34964
1141651451,Arolla: Pigne,Arolla,CH,2106,7.477355,46.026946
1141651608,Arolla: Mont-Collon,Arolla,CH,2106,7.477269,46.026499
1142858239,Dorflingen › West: Hinterdorf,Dorflingen,CH,443,8.724461,47.704232
1144060865,Zinal › South: Village,Zinal,CH,1690,7.627152,46.133723
1145272593,Ecuvillens: Aérodrome Régional - Est - Ost,Ecuvillens,CH,700,7.079272,46.755622
1145273348,Ecuvillens: Aérodrome Régional - Ouest - West,Ecuvillens,CH,692,7.071161,46.75524
1146478562,Widnau: Metropol,Widnau,CH,408,9.633722,47.405495
1146478726,Wald: b&m Informatik GmbH - AR: Sicht auf die Kirche von - AR,Wald,CH,968,9.490825,47.415761
1146478867,Seedorf: Hafenanlage Bolzbach,Seedorf,CH,473,8.593369,46.899088
1150720064,"Sachseln: Jugendstil-Hotel Paxmontana, Sarner See",Sachseln,CH,710,8.270591,46.873314
1151926646,Todtnau › North-West: Hasenhorn - Aftersteg - Todtnauberg - Muggenbrunn - Notschrei,Todtnau,DE,981,7.951202,47.821178
1151927998,Boltigen: Jaunpass,Boltigen,CH,1518,7.339039,46.592608
1154342436,Lausanne › South-East: Centre,Lausanne,CH,548,6.631472,46.526118
1155561911,Johannisburg: Hütten - Hüttnersee - Samstagern - Etzel,Johannisburg,CH,675,8.664203,47.182493
1155564740,Mels: Der Gonzen bei,Mels,CH,495,9.42318,47.04556
1162819576,Oberstdorf: Panorama 2,Oberstdorf,DE,795,10.276624,47.416952
1164028525,Furna: Fideris,Furna,CH,1448,9.675522,46.938543
1164634878,Hinwil: Panoramaloipe Gibswil,Hinwil,CH,898,8.896093,47.305019
1167997331,"Oberstdorf: Ortsmitte, Kurpark",Oberstdorf,DE,817,10.277157,47.405995
1170074081,Leissigen: Hotel Meielisalp in - am Thunersee,Leissigen,CH,809,7.788448,46.65085
1170074478,Saint-Cergue: La Trélasse - Col de la Givrine - Jura vaudois Natural Regional Park,Saint-Cergue,CH,1217,6.110319,46.455214
1170682215,Gstaad: Promenade,Gstaad,CH,1054,7.286524,46.474
1170682501,Schonried: Horneggli,Schonried,CH,1235,7.293337,46.50353
1171283304,Dittingen: Flugplatz - Cam 3,Dittingen,CH,536,7.490863,47.4384
1171308030,Memmingen: Rathausplatz & Altstadt,Memmingen,DE,602,10.179546,47.985929
1171889224,La Chaux-de-Fonds: LSGC Les Eplatures Airport,La Chaux-de-Fonds,CH,1014,6.796374,47.085042
1171889392,Dottingen: Panorama Unteres Aaretal,Dottingen,CH,358,8.256623,47.565567
1175255635,Wil,Wil,CH,714,9.049473,47.478653
1176801270,Risch-Rotkreuz: Live Webcam Rotkreuz Richtung Süd-Ost,Risch-Rotkreuz,CH,434,8.423971,47.139475
1177877762,Martigny: vue sur le catogne,Martigny,CH,792,7.056549,46.100093
1181289389,"Lenzerheide: Wassersportcenter SSCLV, Heidsee - Valbella",Lenzerheide,CH,1492,9.549512,46.737004
1181723591,Oberstdorf › South: Fideliushaus,Oberstdorf,DE,818,10.279684,47.401109
1181920571,Bad Gastein,Bad Gastein,AT,1228,13.127203,47.115117
1181921392,Grosspetersdorf,Grosspetersdorf,AT,309,16.32019,47.237637
1181921763,Presseggersee: Seabath - Seebad,Presseggersee,AT,560,13.444176,46.627396
1181926814,Arriach,Arriach,AT,852,13.849983,46.728801
1181928047,Lahn: Hallstatt Panorama,Lahn,AT,508,13.660898,47.54664
1181929163,Bischofshofen: Berg,Bischofshofen,AT,740,13.238832,47.421101
1181987921,Stadt Kufstein: Kufstein 2,Stadt Kufstein,AT,506,12.169418,47.582431
1181988297,Gemeinde Tannheim: Tannheim 3,Gemeinde Tannheim,AT,1091,10.506406,47.50004
1182076970,Gemeinde Fontanella: Hahnenkopf,Gemeinde Fontanella,AT,1762,9.898532,47.271877
1182078679,Oberhofen am Irrsee: Oberhofen - Irrsee,Oberhofen am Irrsee,AT,580,13.305645,47.95303
1182083160,Grundlsee,Grundlsee,AT,737,13.829126,47.62005
1182083529,Gemeinde Brand: Brand,Gemeinde Brand,AT,1949,9.754341,47.059518
1182083867,"Gemeinde Mittelberg: Fellhorn I, Fellhornbahn-Station Schlappoldsee, Oberstdorf",Gemeinde Mittelberg,AT,1768,10.22604,47.349117
1182089840,Gemeinde Schwarzenberg › East: Bödele Passhöhe - Hotel Berghof Fetz - Bödelestraße - Niedere - Kanisfluh - Diedamskopf - Großer Widderstein,Gemeinde Schwarzenberg,AT,1147,9.809154,47.423287
1182187327,Gstatt: Bad Hofgastein,Gstatt,AT,844,13.092459,47.177325
1182425060,Ramsau am Dachstein,Ramsau am Dachstein,AT,1126,13.654976,47.421816
1182426013,Marktgemeinde St. Johann in Tirol › South: Kitzbüheler Horn,Marktgemeinde St. Johann in Tirol,AT,659,12.421001,47.523368
1182426995,Ternberg › East: Hohe Dirn,Ternberg,AT,1109,14.39505,47.91136
1182616348,Gemeinde Silbertal: Panoramagasthof Kristberg,Gemeinde Silbertal,AT,1427,9.983395,47.10752
1182794655,Pertisau: Achensee,Pertisau,AT,1456,11.694989,47.427507
1182883947,Gemeinde Ehrwald: Ehrwalder Wettersteinbahnen - Racing-S-Wettersteinabfahrt-Bärengrubenabfahrt,Gemeinde Ehrwald,AT,1496,10.948546,47.406944
1182962264,Gemeinde Nesselwangle: Nesselwängle - Talstation,Gemeinde Nesselwangle,AT,1130,10.60936,47.484265
1182962948,Obertauern: Gamsleiten,Obertauern,AT,1694,13.565025,47.246144
1182962973,Obertauern: Seekar,Obertauern,AT,1655,13.527946,47.251504
1182962993,Obertauern: Zehnerkar,Obertauern,AT,1745,13.556442,47.248009
1182970669,Gemeinde Solden: Seekogl,Gemeinde Solden,AT,1429,11.005726,46.966079
1183197419,St. Barbara im Murztal: Webcam Dorf-Veitsch,St. Barbara im Murztal,AT,664,15.494263,47.578551
1183200653,Berg im Drautal: Hotel Glocknerhof,Berg im Drautal,AT,668,13.145678,46.748786
1183201702,Velden am Worther See: Wörthersee 2,Velden am Worther See,AT,441,14.051014,46.61588
1184334943,Stadt Hall in Tirol: Hall in Tirol,Stadt Hall in Tirol,AT,583,11.509863,47.281398
1184405183,Fürstenfeldbruck: Fürstenfeld Abbey,Fürstenfeldbruck,DE,520,11.247042,48.170295
1184590102,Gemeinde Lech: Lech am Arlberg - Rud-Alpe,Gemeinde Lech,AT,1573,10.134244,47.210816
1184590191,Gemeinde Lech: Lech am Arlberg - Sporthaus Strolz,Gemeinde Lech,AT,1449,10.142066,47.208459
1184843943,Gmunden,Gmunden,AT,433,13.799451,47.918378
1185127903,Untertauern: Obertauern Gnadenalm 2,Untertauern,AT,1276,13.49782,47.267756
1185128577,Untertauern: Obertauern Wellnesshotel Lürzerhof,Untertauern,AT,1006,13.507218,47.302836
1185184775,Feldberg: Emmendinger Hütte,Feldberg,DE,1279,8.027924,47.853124
1185185017,Feldberg: Seebuck-Talstation,Feldberg,DE,1279,8.036223,47.86236
1185197816,Grenchen: Airport Süd-West,Grenchen,CH,430,7.410911,47.18207
1185268575,Uberlingen: SMCÜ - Segel- und Motorboot Club Überlingen e.V,Uberlingen,DE,393,9.181137,47.757932
1185716619,Villanders - Villandro: Südtirol-Hotel Sambergerhof,Villanders - Villandro,IT,1595,11.513414,46.640078
1186150936,"Weyregg am Attersee: Weyregg - Österreich, Ober - Blick vom Cafe Eichhorn auf den Attersee",Weyregg am Attersee,AT,475,13.571178,47.898321
1187700487,Titisee-Neustadt: Blick zum Feldberg & Hochfirst,Titisee-Neustadt,DE,1026,8.238416,47.949007
1188395281,Gemeinde Eben am Achensee: Pertisau - Achensee,Gemeinde Eben am Achensee,AT,939,11.700091,47.438272
1188507764,Graz: Kunsthaus - Webcam BIX-Medienfassade,Graz,AT,356,15.433946,47.070823
1188508011,"Graz: mcg, messecentergraz - 'Messehalle A+B",Graz,AT,350,15.447636,47.056762
1188508091,Graz: Südtirolerplatz - Feuerbachgasse - Defreggergasse,Graz,AT,357,15.432647,47.070721
1189067151,Murren: Hotel Eiger,Murren,CH,1645,7.896627,46.563832
1190359830,Selva - Wolkenstein - Selva di Val Gardena: Plan de Gralba - Selva - Val Gardena/Gröden,Selva - Wolkenstein - Selva di Val Gardena,IT,1784,11.7717,46.534101
1190362064,Urtijei - St. Ulrich in Groden - Ortisei: Val Gardena - Gröden - Südtirol,Urtijei - St. Ulrich in Groden - Ortisei,IT,1273,11.653962,46.578996
1190495105,"Gemarkung Oberried › North-West: Schauinslandbahn Bergstation, Freiburg im Breisgau - Freiburg",Gemarkung Oberried,DE,1188,7.891316,47.909734
1191705493,Sankt Peter: Kandel - Kaibenloch,Sankt Peter,DE,1182,8.018154,48.062718
1191708686,Gemeinde Klosterle: Spullersee,Gemeinde Klosterle,AT,1802,10.079511,47.151755
1195082342,Bivio: Residenza Plaz - Sicht von der Residenza Plaz auf,Bivio,CH,1800,9.652348,46.469256
1196582275,Ernen: Mühlebach,Ernen,CH,1241,8.158207,46.408082
1197885308,Savines-le-Lac: Lac de Serre-Poncon,Savines-le-Lac,FR,806,6.401253,44.523682
1198318230,Capriasca: Valcolla,Capriasca,CH,648,8.977037,46.069435
1198320467,Pugerna: Lake Lugano - Lugano,Pugerna,CH,402,8.978443,45.97933
1199286252,Ottobeuren: Marktplatz,Ottobeuren,DE,663,10.299983,47.941331
1199465082,Selva - Wolkenstein - Selva di Val Gardena,Selva - Wolkenstein - Selva di Val Gardena,IT,1801,11.743158,46.563374
1199471925,Santa Cristina Gherdeina - St. Christina in Groden - Santa Cristina Valgardena: St. Christina/S. Cristina - Val Gardena/Gröden,Santa Cristina Gherdeina - St. Christina in Groden - Santa Cristina Valgardena,IT,1442,11.728742,46.559657
1199472066,Urtijei - St. Ulrich in Groden - Ortisei,Urtijei - St. Ulrich in Groden - Ortisei,IT,1263,11.674154,46.575058
1199631916,"Veysonnaz: Caboulis, vue sur la Vallée du Rhône",Veysonnaz,CH,1508,7.345927,46.193275
1199636388,Valtournenche: Breuil,Valtournenche,IT,2111,7.623138,45.916193
1199636461,Lignano Sabbiadoro: Nus - St. Barthélemy,Lignano Sabbiadoro,IT,1966,7.496452,45.804683
1199636520,Torgnon,Torgnon,IT,1551,7.570095,45.807743
1199636552,Valtournenche,Valtournenche,IT,1488,7.622795,45.876744
1199637212,Frabosa Soprana,Frabosa Soprana,IT,896,7.8068159999999995,44.287978
1199703652,Muntelier › North-West: Lake Murten,Muntelier,CH,424,7.120407,46.933766
1199725954,Vigo di Fassa: Passo Fedaia - Fedaia Lake - Marmolada - Ciampedie - Vigo Di Fassa - Rosengarten Group - Gran Vernel,Vigo di Fassa,IT,2330,11.801875,46.474741
1199726680,Falcade: Col Margherita,Falcade,IT,1179,11.863346,46.353681
1199727007,Forni di Sopra,Forni di Sopra,IT,895,12.579861,46.424724
1199727163,Forni di Sopra: centro,Forni di Sopra,IT,898,12.582092,46.423896
1199727221,Bovec: Sella Prevala,Bovec,SI,2050,13.480717,46.366927
1199736353,Livigno: Webcam - Teola,Livigno,IT,1907,10.136111,46.528052
1199736489,Livigno: piste 2,Livigno,IT,2020,10.117893,46.522966
1199737029,Livigno: Piste,Livigno,IT,1811,10.141239,46.545166
1199739289,Oltre il Colle › West: Zambla Bassa - Oltre Il Colle - Zorzone,Oltre il Colle,IT,1192,9.795827,45.893543
1199783414,Gstaad: Palace,Gstaad,CH,1105,7.289729,46.473187
1199784524,Moleson: Plan Francey,Moleson,CH,1508,7.023954,46.556455
1199784692,Moleson: Sommet,Moleson,CH,1967,7.017968,46.546988999999996
1199784977,Moleson: Village,Moleson,CH,1119,7.036078,46.563065
1199785856,Jaun: Live Blick auf das Wander- und Skigebiet - mit dem Gastlosenexpress,Jaun,CH,1078,7.292122,46.611464
1199786121,Plaffeien: Schwarzsee im Kanton,Plaffeien,CH,1050,7.287852,46.66924
1199786186,Jaun: Kaiseregg im Schwarzsee,Jaun,CH,1450,7.293874,46.658538
1199811153,Altino: La Villa 2,Altino,IT,1427,11.903687,46.582934
1199812053,Urtijei - St. Ulrich in Groden - Ortisei: Val Gardena Dolomiti - St.Ulrich Gröden Dolomiten - Dolomites,Urtijei - St. Ulrich in Groden - Ortisei,IT,1219,11.673789,46.573849
1199812278,Kastelruth - Castelrotto › South: Schlern,Kastelruth - Castelrotto,IT,1889,11.643116,46.547734
1199812670,Pozza di Fassa,Pozza di Fassa,IT,1296,11.683359,46.425153
1199814128,Vigo di Fassa: Vigo Rosengarten,Vigo di Fassa,IT,1384,11.675892,46.421093
1199814173,Vigo di Fassa: Vigo Pra Martin,Vigo di Fassa,IT,1367,11.67572,46.419549
1199814228,Vigo Rendena: Funivia Vigo Ciampedie,Vigo Rendena,IT,1990,11.664421,46.433682
1199814416,Moena: Alpe Lusia - Le Cune m. 2202,Moena,IT,2154,11.693079000000001,46.346374
1199814456,Moena: Lusia Piavac,Moena,IT,2154,11.692941,46.346259
1199814493,Bellamonte: Lusia intermedia,Bellamonte,IT,1971,11.699066,46.337862
1199818455,Schenna - Scena: Südtirol Webcam - Dorfzentrum,Schenna - Scena,IT,567,11.187258,46.689994
1199819075,San Martino di Castrozza: Pale San Martino,San Martino di Castrozza,IT,1461,11.80275,46.260594
1199819217,Primiero San Martino di Castrozza: Tognola,Primiero San Martino di Castrozza,IT,1898,11.776357,46.29601
1199819285,San Martino di Castrozza: Tognola Cima,San Martino di Castrozza,IT,2070,11.785626,46.287499
1199819394,San Martino di Castrozza: Punta Ces,San Martino di Castrozza,IT,1680,11.800003,46.276733
1199821060,Sondrio: Garibaldi,Sondrio,IT,306,9.870486,46.170789
1200002205,Castelnovo ne' Monti: Pietra di Bismantova 2,Castelnovo ne' Monti,IT,769,10.402207,44.415467
1200058904,Torrent-La Cerise: Pila Arrivo seggiovia Chamolè,Torrent-La Cerise,IT,1802,7.3102,45.685557
1200059056,Bionaz,Bionaz,IT,1631,7.42281,45.873398
1200059398,Chamois,Chamois,IT,1818,7.621422,45.838607
1200059572,Cogne,Cogne,IT,1523,7.35672,45.608394
1200059705,Courmayeur: Punta Helbronner,Courmayeur,IT,3380,6.931595,45.846026
1200396839,Le Bonhomme: Webcam station du Lac Blanc 1200 - Massif des Vosges - Alsace,Le Bonhomme,FR,1157,7.083521,48.136623
1200418984,Albaredo per San Marco: Albaredo,Albaredo per San Marco,IT,961,9.592352,46.101328
1200420839,Stilfs - Stelvio: Passo - WEBCAM,Stilfs - Stelvio,IT,2759,10.452558,46.528804
1200420981,Piazzatorre,Piazzatorre,IT,1754,9.718952,45.984409
1200421433,"Montagna in Valtellina: Sondrio, Alpi Orobiche",Montagna in Valtellina,IT,307,9.905205,46.17258
1200421441,Varese,Varese,IT,411,8.827686,45.823656
1200422925,"Piatto: Bielmonte, vista verso la valle",Piatto,IT,1408,8.09201,45.662471
1200423243,"Piatto: Bielmonte, vista villaggio",Piatto,IT,1441,8.087482,45.661807
1200423714,Piatto: Bielmonte vista sulle piste,Piatto,IT,1602,8.082118,45.665706
1200499130,"Alagna Valsesia: Pianalunga, Alagna - Valsesia",Alagna Valsesia,IT,2047,7.903805,45.865718
1200499877,Castagneto Po,Castagneto Po,IT,453,7.889557,45.159769
1200500537,Pecetto: Torinese,Pecetto,IT,394,7.751198,45.016151
1200669549,"Gemeinde See › West: Tiroler Paznauntal: See, Kappl, Ischgl, Galtür",Gemeinde See,AT,1178,10.446582,47.074807
1201432784,Barga,Barga,IT,359,10.480442,44.075624
1201548631,Colfiorito: PG,Colfiorito,IT,775,12.89185,43.028939
1201549061,Periasc: Antagnod,Periasc,IT,1523,7.6966470000000005,45.81272
1201549113,Arvier: Aosta Arco,Arvier,IT,582,7.327924,45.739196
1201549128,Regione Mollie › South-West: Arpy,Regione Mollie,IT,1705,7.00902,45.746144
1201549704,Champorcher,Champorcher,IT,1957,7.586536,45.610195
1201549972,Ollomont,Ollomont,IT,1401,7.31123,45.850206
